"id";"title";"slug";"acronym";"url";"organization";"organization_id";"owner";"owner_id";"description";"description_short";"frequency";"license";"temporal_coverage.start";"temporal_coverage.end";"spatial.granularity";"spatial.zones";"featured";"created_at";"last_modified";"tags";"archived";"resources_count";"main_resources_count";"resources_formats";"harvest.backend";"harvest.domain";"harvest.created_at";"harvest.modified_at";"harvest.remote_url";"quality_score";"metric.discussions";"metric.discussions_open";"metric.reuses";"metric.reuses_by_months";"metric.dataservices";"metric.followers";"metric.followers_by_months";"metric.views";"metric.resources_downloads"
| `isigeo_iduser` |  | `int4` |
| `st_length(shape)` |  | `double` |
Pour plus d’informations, consultez [la métadonnée sur le catalogue Isogeo](https://open.isogeo.com/s/1742fb942d7b4756b9778c3b3cbc992e/HWglEr-z4Bry_rKQOTINX9gAH4Yu0/r/4c0af5a8f86241deaafe634d599ad3b1).";"";"unknown";"Licence Ouverte / Open Licence version 2.0";"";"";"";"";False;"2021-11-29T19:01:51.012000";"2024-11-13T00:00:00";"donnees-ouvertes,maisons-du-departement,sectorisation,sites,social";"2025-06-16T00:00:26.919000";1;1;"zip";"DCAT";"dcat.isogeo.com";"";"2024-11-13T00:00:00";"";"0.33";0;0;0;0;0;0;0;2262;184
"61a5158f930fccc0394ed79d";"Collèges - Département du Loiret";"colleges-departement-du-loiret-1";"";"https://www.data.gouv.fr/datasets/colleges-departement-du-loiret-1";"Département du Loiret";"57d90ef4c751df44fb79df72";"";"";"Localisation des collèges publics et privés du Loiret.
**Contexte de collecte**
Conformément au code de l’Éducation, le Département arrête la localisation des établissements. Il assure la construction, la reconstruction, les grosses réparations, l'équipement, le fonctionnement, l'accueil, la restauration, l'hébergement ainsi que l'entretien général et technique des collèges publics du Loiret.
Conformément au code de l’Éducation, le Département participe aux dépenses de fonctionnement et d'investissement des collèges privés sous contrat.
**Méthode de collecte**
Les données ponctuelles ont été créées à l'aide d'un géocodeur d'adresse composé de la BD Adresse® de l'IGN, des tronçons de rues, communes et lieux dits de la BD Topo® de l'IGN et de la voirie du Plan Cadastral Informatisé de la DGFIP.
Les points ont ensuite été contrôlés et certains replacés plus finement manuellement à l'aide l'Orthophotographie 2010 du Département du Loiret lorsque cela s'est avéré nécessaire.
**Attributs**
| Champ | Alias | Type |
| --- | --- | --- |
| `ID_IA45` | Identifiant | `char` |
| `X` | Coordonnées X | `double` |
| `COMMUNE` | Commune | `char` |
| `PHOTOS` | Photos | `char` |
| `PLACEMENT` | Placement | `char` |
| `VALIDITE` | Validité | `char` |
| `IDENTIFIANT` | Identifiant | `char` |
| `TYPE` | Type de collège | `char` |
| `CODE_POSTAL` | Code postal | `char` |
| `COMP_ADR` | Complément d'adresse | `char` |
| `FAX` | Fax | `char` |
| `ADRESSE` | Adresse | `char` |
| `CODE_INSEE` | Code INSEE | `char` |
| `COMMENTAIRE` | Commentaires | `char` |
| `E_MAIL` | Courriel | `char` |
| `OBJECTID` |  | `integer` |
| `TELEPHONE` | Téléphone | `char` |
| `NOM` | Nom | `char` |
| `Y` | Coordonnées Y | `double` |
Pour plus d’informations, consultez [la métadonnée sur le catalogue Isogeo](https://open.isogeo.com/s/1742fb942d7b4756b9778c3b3cbc992e/HWglEr-z4Bry_rKQOTINX9gAH4Yu0/r/68e180546e264c00acf1fa8f70cbdcab).";"";"annual";"Licence Ouverte / Open Licence version 2.0";"";"";"";"";False;"2021-11-29T19:01:51.012000";"2019-01-11T00:00:00";"2016,college,donnees-ouvertes,education";"2024-04-13T00:40:10.820000";3;3;"zip";"DCAT";"dcat.isogeo.com";"";"2019-01-11T00:00:00";"";"0.44";0;0;0;0;0;0;0;1205;195
"61a5158f6494f40236993398";"Taxe d'aménagement des Espaces Naturels Sensibles";"taxe-damenagement-des-espaces-naturels-sensibles-1";"";"https://www.data.gouv.fr/datasets/taxe-damenagement-des-espaces-naturels-sensibles-1";"Département du Loiret";"57d90ef4c751df44fb79df72";"";"";"Taxe d'aménagement des Espaces Naturels Sensibles (TAENS), anciennement Taxe Départementale des Espaces Naturels Sensibles (TDENS)
**Contexte de collecte**
La Taxe d’Aménagement des Espaces Naturels Sensibles (TAENS, anciennement TDENS) est établie sur la construction, la reconstruction et l'agrandissement des bâtiments (à l’exception des installations à usage
agricole, forestier ou ayant vocation de service public et après sinistre).
La taxe est assise sur la valeur de l'ensemble immobilier ou sur la superficie des terrains faisant l'objet de l'autorisation en cas d’installations et travaux divers. Son taux est fixé par délibération du Conseil départemental. Fixé à 0,9% depuis 1997, le taux a été récemment augmenté à 2,2% en septembre 2011 dans le cadre de la réforme de la fiscalité de l’urbanisme. Le produit fiscal correspondant sera perçu à partir de l’année 2013.
La couche géographique de points recense les projets d'acquisition, de restauration, d'aménagement ou de gestion de zones naturelles, élaborés à partir de la TAENS. Cette couche doit être associée à la table attributaire des TAENS.
ATTENTION : jusqu'en 2013, les aides accordées aux projets d'acquisition, de restauration, d'aménagement ou de gestion de sentiers ne sont pas intégrées dans cette base de données. 
**Méthode de collecte**
Création de la couche à partir d'une table attributaire relative aux dossiers d'aides versées aux communes, ou groupement de communes. La géolocalisation des sites est effectuée à partir des connaissances terrain du technicien ENS, des dossiers de subvention sur fond SCAN 25 de l'IGN.
**Attributs**
| Champ | Alias | Type |
| --- | --- | --- |
| `OBJECTID` |  | `integer` |
| `OBJECTID_1` |  | `integer` |
| `ID_TDENS` | Identifiant TAENS | `char` |
Pour plus d’informations, consultez [la métadonnée sur le catalogue Isogeo](https://open.isogeo.com/s/1742fb942d7b4756b9778c3b3cbc992e/HWglEr-z4Bry_rKQOTINX9gAH4Yu0/r/797ef1690ead4cfb94f2c4918c5e7136).";"";"annual";"Licence Ouverte / Open Licence version 2.0";"";"";"";"";False;"2021-11-29T19:01:50.993000";"2022-04-25T00:00:00";"donnees-ouvertes,environnement,environnement-loiret,espace-naturel-sensible,taens,taxes";False;1;1;"csv";"DCAT";"dcat.isogeo.com";"";"2022-04-25T00:00:00";"";"0.56";0;0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";6799;546
"61a5158fb8b9b1b0e24ed79d";"Classement des routes départementales - Département du Loiret";"classement-des-routes-departementales-departement-du-loiret-1";"";"https://www.data.gouv.fr/datasets/classement-des-routes-departementales-departement-du-loiret-1";"Département du Loiret";"57d90ef4c751df44fb79df72";"";"";"Tracé géographique des routes départementales du Loiret. Classification par catégorie selon la fonctionnalité des voies.
**Contexte de collecte**
La classification du réseau routier est différenciée selon l'importance des liaisons assurées. Elle clarifie l'organisation du réseau et hiérarchise les itinéraires entre eux. Le critère de classification participe à la définition des objectifs d'aménagement et d'équipement de la voirie ainsi qu'à la définition des niveaux de service en viabilité hivernale et en entretien routier. 
**Méthode de collecte**
La classification du réseau routier est décidée par l'assemblée départementale.
**Attributs**
| Champ | Alias | Type |
| --- | --- | --- |
| `FORME_LENGTH` |  | `double` |
| `PRF` | Borne PR de fin du tronçon | `double` |
| `FIN` | PR + Abscisse de fin du tronçon | `char` |
| `ABF` | Abscisse de fin du tronçon | `double` |
| `PRD` | Borne PR de début du tronçon | `double` |
| `CUMULD` | Cumul de début du tronçon | `double` |
| `CUMULF` | Cumul de fin du tronçon | `double` |
| `RD` | Nom de la route | `char` |
| `ROUTE` | Nom de la route (nom court) | `char` |
| `CATEGORIE` | Catégorie de la route | `char` |
| `CLASS_2008` | Classement en 2008 | `char` |
| `DEBUT` | PR + Abscisse de début du tronçon | `char` |
| `CHAUSSEE` | Type de chaussée | `char` |
| `CLASSEMENT` | Classement de la route | `char` |
| `SURFACE` | Surface | `double` |
| `SEPARATION` | Type de séparation des chaussées | `char` |
| `LONGUEUR_KM` | Longueur du tronçon en kilomètres | `char` |
| `ABD` | Abscisse de début du tronçon | `double` |
| `OBJECTID` |  | `integer` |
| `LONGUEUR` | Longueur du tronçon en mètres | `double` |
| `CLASS_2013` | Classement en 2013 | `char` |
| `CAT_ZONE` | Zone de catégorie | `char` |
| `st_length(shape)` |  | `double` |
Pour plus d’informations, consultez [la métadonnée sur le catalogue Isogeo](https://open.isogeo.com/s/1742fb942d7b4756b9778c3b3cbc992e/HWglEr-z4Bry_rKQOTINX9gAH4Yu0/r/00b2369c2bf949ec8916c7b6f6111d80).";"";"unknown";"Licence Ouverte / Open Licence version 2.0";"";"";"";"";False;"2021-11-29T19:01:50.993000";"2024-11-13T00:00:00";"categorie-de-rd,classement,donnees-ouvertes,infrastructures,mobilite,route,transports";False;1;1;"zip";"DCAT";"dcat.isogeo.com";"";"2024-11-13T00:00:00";"";"0.44";0;0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";3477;356
"61a5158ef0f2e393784ed79d";"Gestion du mobilier des ENS - Département du Loiret";"gestion-du-mobilier-des-ens-departement-du-loiret";"";"https://www.data.gouv.fr/datasets/gestion-du-mobilier-des-ens-departement-du-loiret";"Département du Loiret";"57d90ef4c751df44fb79df72";"";"";"Couche de ponctuel qui renseigne les aménagements mobiliers réalisés dans les parcs départementaux
**Contexte de collecte**
En 1997, l'Assemblée départementale du Loiret a décidé d'instituer et d'utiliser la Taxe départementale des espaces naturels sensibles (ENS) pour promouvoir la création de sites ouverts gratuitement au public. Un ENS comprend des terrains en général devenus publics (par application du droit de préemption, par négociation amiable). Les ENS sont appelés parcs départementaux dans le Loiret.
Afin de faciliter la gestion patrimoniale des aménagements réalisés sur les 7 parcs départementaux ouverts au public, les différents équipements (accès, panneaux, mobiliers et chemins) sont référencés dans des bases de données.
Récemment (mai 2023), le service de l'environnement a besoin d'une application qui lui permet de récolter des informations qui seront directement envoyées sur la base de données référentielle. Cette donnée fait partie des informations vouées à être modifiable rapidement et facilement directement sur le terrain
**Méthode de collecte**
La base de données initiale a été créée à partir de relevé GPS (campagnes en 2007, 2009, 2012 et 2016). Elle a été complétée par photo-interprétation.
Désormais il est possible de modifier cette donnée directement sur le terrain via Fields Maps. Mais aussi sur la carte web et sur ArcGis Pro directement en ciblant la base de données référentielle. Il est aussi possible de rajouter des photographies en pièces jointes.
**Attributs**
| Champ | Alias | Type |
| --- | --- | --- |
| `COMMUNE` | COMMUNE | `char` |
| `NOM_PARC` | Nom du parc départemental | `char` |
| `DATE_ACQ` | Date d'acquisition | `date` |
| `COMMENTAIR` | Commentaire | `char` |
| `CAPACITE` | Capacité d'accueil | `char` |
| `PHOTO_LA` | Numéro de la photo (large) | `char` |
| `CREATED_DATE` | CREATED_DATE | `date` |
| `LAST_EDITED_USER` | LAST_EDITED_USER | `char` |
| `ETAT` | ETAT | `char` |
| `CATEGORIE` | Catégorie | `char` |
| `CREATED_USER` | CREATED_USER | `char` |
| `OBJECTID` | OBJECTID | `integer` |
| `LIEN_PHOTO` | Lien vers la photo | `char` |
| `ID_MOBILIE` | Identifiant du mobilier | `char` |
| `TYPE` | Caractéristiques | `char` |
| `MOBILIER` | MOBILIER | `char` |
| `LAST_EDITED_DATE` | LAST_EDITED_DATE | `date` |
| `N_PHOTO` | Numéro de la photo | `char` |
| `ACQUISITIO` | Acquisition de la donnée | `char` |
| `GLOBALID` | GLOBALID | `globalid` |
| `type_mobilier` | Type de mobilier | `char` |
| `precision` | Précision | `char` |
| `date_photo` | Date de la photo | `date` |
| `etat_mobilier` | Etat du mobilier | `char` |
| `observation` | observation | `char` |
Pour plus d’informations, consultez [la métadonnée sur le catalogue Isogeo](https://open.isogeo.com/s/1742fb942d7b4756b9778c3b3cbc992e/HWglEr-z4Bry_rKQOTINX9gAH4Yu0/r/05ca6fd035e042998a2bde8e0e1a0bbf).";"";"unknown";"Licence Ouverte / Open Licence version 2.0";"";"";"";"";False;"2021-11-29T19:01:50.972000";"2025-07-16T00:00:00";"donnees-ouvertes,ens,environnement,environnement-loiret,espace-naturel-sensible,gestion-des-espaces-naturels,gestion-patrimoniale,parc-departemental";"2025-08-08T01:14:27.530000";1;1;"zip";"DCAT";"dcat.isogeo.com";"";"2025-07-16T00:00:00";"";"0.44";0;0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";0;0;0;1574;127
"61a5158eee19390a814ed79d";"Trafic routier - Sections de comptage - Département du Loiret - 2017";"trafic-routier-sections-de-comptage-departement-du-loiret-2017-1";"";"https://www.data.gouv.fr/datasets/trafic-routier-sections-de-comptage-departement-du-loiret-2017-1";"Département du Loiret";"57d90ef4c751df44fb79df72";"";"";"Géolocalisation des sections homogènes de trafic sur le réseau routier Départemental du Loiret accompagnés des indicateurs annuels de trafic (TMJA tous véhicules / Part des poids-lourds en pourcentage / TMJA poids-lourds) - Édition 2017
**Contexte de collecte**
La connaissance du trafic total à écouler sur une route (tous véhicules confondus) est indispensable pour donner à la voie des caractéristiques géométriques en rapport avec son importance et les vitesses pratiquées, établir des bilans accidentologiques et proposer des aménagements d’itinéraires ou de sécurité. Elle est également indispensable pour calculer la structure de chaussée nécessaire dans le cas de projets de réhabilitation ou d’aménagement, à partir du trafic poids lourd.
**Méthode de collecte**
Le réseau routier départemental a été découpé en sections homogènes de trafic. Outre les stations permanentes, des comptages temporaires sont effectués par les équipes de la D2I chaque année pour compléter la base trafic routier. Annuellement, ce sont près de 500 poses et déposes de compteurs qui ont été effectuées en régie. Dans le but de consolider et de fiabiliser la base trafic routier, il a été décidé de compter au moins une fois toutes les 5 années le trafic de chaque section. La fréquence de comptage est calculée en fonction de critères prédéfinis.
Pour les points de comptage permanent du trafic (110 équipements), le recueil et l'exploitation des données peuvent être effectués avec des pas horaires, la discrimination des véhicules est effective sur tous ces sites (restitution TV/PL ou VL/PL).
On peut caractériser les postes de comptage permanent du trafic par le type de données disponibles:
. 68 postes sont en capacité de restituer des données de type débit avec une discrimination des véhicules suivant la longueur.
. 42 postes sont en capacité de restituer des données de type débit + vitesse avec une discrimination des véhicules suivant la longueur.
Sur ces 42 derniers équipements, une visualisation/recueil des données en temps réel est à priori possible, par contre cela suppose une connexion RTC ou GSM permanente pour chaque équipement.
Ainsi la congestion routière peut être visualiser/analyser sur ces points du réseau.
Une procédure de recueil des données automatique à intervalle régulier peut aussi être mise en place afin d'éviter une occupation permanente des lignes RTC ou GSM.
**Attributs**
| Champ | Alias | Type |
| --- | --- | --- |
| `OBJECTID` |  | `integer` |
| `ROUTE` |  | `char` |
| `PRD` |  | `double` |
| `ABD` |  | `double` |
| `PRF` |  | `double` |
| `ABF` |  | `double` |
| `CUMULD` |  | `double` |
| `CUMULF` |  | `double` |
| `IDROUTE` |  | `char` |
| `PR_CPTGE` |  | `char` |
| `PR_ORIG` |  | `char` |
| `PR_FIN` |  | `char` |
| `LIEU` |  | `char` |
| `TYPE` |  | `char` |
| `MJA` |  | `double` |
| `PL` |  | `double` |
| `MJA_PL` |  | `double` |
| `CPTGE_YEAR` |  | `double` |
| `VALUE_TYPE` |  | `char` |
| `CATEGORIE` |  | `double` |
| `FORME_LENGTH` |  | `double` |
| `st_length(shape)` |  | `double` |
Pour plus d’informations, consultez [la métadonnée sur le catalogue Isogeo](https://open.isogeo.com/s/1742fb942d7b4756b9778c3b3cbc992e/HWglEr-z4Bry_rKQOTINX9gAH4Yu0/r/1465dd29fb074cb0b53ba8b7898396b3).";"";"annual";"Licence Ouverte / Open Licence version 2.0";"2017-01-01";"2017-12-31";"";"";False;"2021-11-29T19:01:50.932000";"2024-11-13T00:00:00";"2017,donnees-ouvertes,infrastructures,mobilite,route,sections-de-comptage,transports";"2025-11-03T00:04:23.168000";3;3;"zip,pdf";"DCAT";"dcat.isogeo.com";"";"2024-11-13T00:00:00";"";"0.67";0;0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";1655;409
